id,days_since_signup,days_since_job_created,days_since_client_created,days_since_invoice_created,days_since_quote_created,country,industry,industry_category,added_user_count,accepted_added_user_count,job_count,client_count,invoice_count,quote_count,call_count,chat_count,demo_count,interaction_count,activity_count,note_count,last_nps_score,last_activity_type,days_since_activity_event,custom_field_count,property_custom_field_count,percent_added_users_accepted,job_count_over_client_count,job_count_over_invoice_count,job_count_over_quote_count,client_count_over_job_count,client_count_over_invoice_count,client_count_over_quote_count,invoice_count_over_job_count,invoice_count_over_client_count,invoice_count_over_quote_count,quote_count_over_job_count,quote_count_over_client_count,quote_count_over_invoice_count,account_value,plan_code,annual_plan,renewed
895,156,69,69,58,69,United States,Other,Other,4,2,28,42,28,33,11,0,0,14,22,0,,61,43,5,0,50.0,0.667,1.0,0.848,1.5,1.5,1.273,1.0,0.667,0.848,1.179,0.786,1.179,68.0,monthly_59,false,false
896,256,210,212,46,210,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,16,14,31,1,0,0,0,2,18,0,10,55,16,5,3,0.0,1.143,0.516,16.0,0.875,0.452,14.0,1.938,2.214,31.0,0.063,0.071,0.032,39.0,jobber_basic_subscription_39,false,false
897,666,1,3,12,118,United States,Lawn Care & Lawn Maintenance,Green Industry,3,1,3065,1011,2629,134,1,0,0,4,30,0,,61,43,14,4,33.33333333333333,3.032,1.166,22.873,0.33,0.385,7.545,0.858,2.6,19.619,0.044,0.133,0.051,53.0,jobber_basic_subscription_39,false,true
898,59,3,3,1,,Canada,Residential Cleaning,Cleaning,8,6,70,62,52,0,2,13,0,19,28,0,,2,25,1,0,75.0,1.129,1.346,0.0,0.886,1.192,0.0,0.743,0.839,0.0,0.0,0.0,0.0,91.0,monthly_59_basicpro,false,false
899,61,,25,,,United States,Lawn Care & Lawn Maintenance,Green Industry,7,2,0,378,0,0,0,19,0,21,31,1,,2,13,0,0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monthly_59_basicpro,false,false
900,699,121,150,56,,United States,Lawn Care & Lawn Maintenance,Green Industry,2,2,91,89,1406,0,0,0,0,4,33,0,,31,17,5,3,100.0,1.022,0.065,0.0,0.978,0.063,0.0,15.451,15.798,0.0,0.0,0.0,0.0,0.0,jobber_basic_subscription_39,false,false
901,499,96,95,95,96,United States,Window Washing,Cleaning,1,1,1997,192,737,138,0,0,0,11,33,0,,61,43,5,3,100.0,10.401,2.71,14.471,0.096,0.261,1.391,0.369,3.839,5.341,0.069,0.719,0.187,53.0,jobber_basic_subscription_39,false,false
305,420,312,21,10,89,United States,Lawn Care & Lawn Maintenance,Green Industry,1,0,124,142,506,6,3,0,0,20,44,1,4,61,43,5,3,0.0,0.873,0.245,20.667,1.145,0.281,23.667,4.081,3.563,84.333,0.048,0.042,0.012,39.0,jobber_basic_subscription_39,false,true
902,249,105,129,135,205,United States,Construction & Contracting,Trade,21,2,170,83,79,3,3,0,0,10,28,0,,2,21,7,2,9.523809523809524,2.048,2.152,56.667,0.488,1.051,27.667,0.465,0.952,26.333,0.018,0.036,0.038,0.0,jobber_basic_subscription_39,false,false
903,422,116,116,23,116,United States,Commercial Cleaning,Cleaning,13,0,24,21,216,8,4,0,2,22,43,0,10,31,18,31,13,0.0,1.143,0.111,3.0,0.875,0.097,2.625,9.0,10.286,27.0,0.333,0.381,0.037,0.0,jobber_basic_subscription_39,false,false
904,522,,,,,Canada,Lawn Care & Lawn Maintenance,Green Industry,0,0,0,0,0,0,0,0,0,0,12,0,,31,17,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,monthly_59,false,true
905,595,177,128,128,183,Other,Mechanical Service,Trade,4,2,45,24,40,16,0,0,0,8,34,1,10,61,43,2,0,50.0,1.875,1.125,2.813,0.533,0.6,1.5,0.889,1.667,2.5,0.356,0.667,0.4,57.0,jobber_basic_subscription_39,false,false
906,653,241,172,196,205,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,5,8,14,6,1,0,0,11,36,0,,2,7,4,3,0.0,0.625,0.357,0.833,1.6,0.571,1.333,2.8,1.75,2.333,1.2,0.75,0.429,0.0,jobber_basic_subscription_39,false,false
907,502,249,252,244,274,United States,Electrical Contractor,Trade,4,4,189,477,207,27,0,0,0,10,33,0,,31,0,4,1,100.0,0.396,0.913,7.0,2.524,2.304,17.667,1.095,0.434,7.667,0.143,0.057,0.13,0.0,jobber_basic_subscription_39,false,false
540,561,3,3,9,16,United States,Residential Cleaning,Cleaning,75,6,697,379,765,51,2,3,0,16,38,0,,61,37,3,0,8.0,1.839,0.911,13.667,0.544,0.495,7.431,1.098,2.018,15.0,0.073,0.135,0.067,39.0,jobber_basic_subscription_39,false,true
908,30,,,,,United States,Lawn Care & Lawn Maintenance,Green Industry,2,1,0,0,0,0,4,7,0,13,21,0,,1,3,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monthly_59_basicpro,false,false
909,103,26,45,,,United States,Lawn Care & Lawn Maintenance,Green Industry,3,2,80,70,0,0,2,5,0,11,18,0,,7,26,5,4,66.66666666666666,1.143,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,monthly_59,false,true
596,141,6,17,5,15,United States,Residential Cleaning,Cleaning,6,4,87,88,61,12,4,8,1,23,38,3,,7,12,1,0,66.66666666666666,0.989,1.426,7.25,1.011,1.443,7.333,0.701,0.693,5.083,0.138,0.136,0.197,48.0,annual_39_basicpro,true,true
910,456,234,173,171,201,Canada,Other,Other,3,2,62,145,1196,4,3,0,0,10,33,0,4,2,9,11,0,66.66666666666666,0.428,0.052,15.5,2.339,0.121,36.25,19.29,8.248,299.0,0.065,0.028,0.003,0.0,jobber_basic_subscription_39,false,false
911,377,2,2,2,2,Canada,Restoration/Mold Removal,Other,5,3,110,149,100,220,3,4,1,11,36,1,,7,4,1,0,60.0,0.738,1.1,0.5,1.355,1.49,0.677,0.909,0.671,0.455,2.0,1.477,2.2,48.0,jobber_basic_subscription_39,false,true
912,524,,,,,Canada,Other - Bad Fit,Bad Fit,1,1,0,0,0,0,0,0,0,1,17,4,,31,19,5,3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,jobber_basic_subscription_39,false,false
913,226,0,0,0,4,Canada,Residential Cleaning,Cleaning,18,12,144,149,440,171,2,18,1,33,61,0,10,7,5,3,0,66.66666666666666,0.966,0.327,0.842,1.035,0.339,0.871,3.056,2.953,2.573,1.188,1.148,0.389,118.0,monthly_59_basicpro,false,true
914,584,500,321,321,584,United States,Electrical Contractor,Trade,4,4,54,65,52,1,0,0,0,7,32,0,,2,25,4,0,100.0,0.831,1.038,54.0,1.204,1.25,65.0,0.963,0.8,52.0,0.019,0.015,0.019,0.0,jobber_basic_subscription_39,false,false
915,61,43,43,43,,Canada,Other,Other,33,5,3,65,4,0,1,15,0,19,38,2,,2,26,2,1,15.151515151515152,0.046,0.75,0.0,21.667,16.25,0.0,1.333,0.062,0.0,0.0,0.0,0.0,0.0,monthly_59_basicpro,false,false
916,1079,16,1,1,17,United States,Lawn Care & Lawn Maintenance,Green Industry,0,0,107,141,471,124,6,0,0,9,49,1,,61,43,8,6,0.0,0.759,0.227,0.863,1.318,0.299,1.137,4.402,3.34,3.798,1.159,0.879,0.263,29.0,base_plan_usd,false,true
917,61,,,,,United States,Residential Cleaning,Cleaning,1,1,0,0,0,0,1,10,0,16,26,2,,0,24,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monthly_59_basicpro,false,false
918,582,3,3,8,,United States,Plumbing,Trade,17,1,31,341,8,0,1,9,0,21,54,3,,7,39,1,0,5.88235294117647,0.091,3.875,0.0,11.0,42.625,0.0,0.258,0.023,0.0,0.0,0.0,0.0,39.0,jobber_basic_subscription_39,false,true
919,560,121,480,478,480,Canada,Pest Control,Other,4,4,252,2531,83,2,0,0,0,4,26,0,,61,33,6,2,100.0,0.1,3.036,126.0,10.044,30.494,1265.5,0.329,0.033,41.5,0.008,0.001,0.024,66.0,jobber_basic_subscription_39,false,false
920,636,,,,,Canada,Safety and Fire Control,Other,12,11,0,0,0,0,5,1,4,24,33,1,,2,26,22,14,91.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,base_plan_usd,false,false
921,152,44,44,44,45,United States,Networking & Communication,Hi Tech,2,1,43,142,41,10,9,0,0,18,29,0,,2,9,1,0,50.0,0.303,1.049,4.3,3.302,3.463,14.2,0.953,0.289,4.1,0.233,0.07,0.244,0.0,monthly_59,false,false
922,60,32,33,24,30,United States,Painting,Other,4,1,12,855,16,18,2,37,0,45,59,0,,2,15,2,0,25.0,0.014,0.75,0.667,71.25,53.438,47.5,1.333,0.019,0.889,1.5,0.021,1.125,0.0,monthly_59_basicpro,false,false
923,307,83,245,83,83,United States,Home Theater,Hi Tech,8,6,23,718,20,36,4,2,1,11,27,0,,2,27,2,0,75.0,0.032,1.15,0.639,31.217,35.9,19.944,0.87,0.028,0.556,1.565,0.05,1.8,0.0,jobber_basic_subscription_39,false,false
924,591,0,5,5,11,Canada,Pest Control,Other,1,0,170,192,155,133,0,0,0,6,31,1,,11,6,2,0,0.0,0.885,1.097,1.278,1.129,1.239,1.444,0.912,0.807,1.165,0.782,0.693,0.858,48.0,jobber_basic_subscription_39,false,true
